doc_id,dataset,split,img_width,img_height,n_tokens,n_boxes,ocr_char_count,ocr_word_count,company_present,date_present,address_present,total_present,company_len,date_len,address_len,total_len,company_in_ocr,date_in_ocr,address_in_ocr,total_in_ocr,exact_total_matches,n_amount_like_tokens,n_date_like_tokens,has_total_anchor,has_date_anchor,has_cash_anchor,token_box_ratio,amount_token_ratio,date_token_ratio,avg_token_len,avg_words_per_token,anchors_present_count,fields_present_count,all_fields_present,any_field_missing,ocr_is_empty,aspect_ratio,company_hard,date_hard,address_hard,total_hard,low_ocr_support,proxy_risk_score,proxy_verify,proxy_high_risk
X51005433552,SROIE,train,1080.0,1527.0,48,48,510,105,True,True,True,True,28,10,50,5,True,True,True,True,1,14,0,True,True,True,1.0,0.2916666666666667,0.0,10.625,2.1875,3,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005433553,SROIE,train,1080.0,1527.0,69,69,538,105,True,True,True,True,20,10,104,5,True,True,True,True,3,21,0,True,False,True,1.0,0.30434782608695654,0.0,7.797101449275362,1.5217391304347827,2,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005441398,SROIE,train,591.0,1711.0,53,53,636,127,True,True,True,True,24,10,92,6,False,True,False,True,1,11,0,True,True,True,1.0,0.20754716981132076,0.0,12.0,2.3962264150943398,3,4,True,False,False,0.34541203974284046,True,False,True,False,False,2,True,False
X51005441401,SROIE,train,619.0,1131.0,44,44,399,81,True,True,True,True,13,10,29,6,True,True,True,True,1,12,0,True,True,True,1.0,0.2727272727272727,0.0,9.068181818181818,1.8409090909090908,3,4,True,False,False,0.5473032714412025,False,False,False,False,False,0,False,False
X51005441402,SROIE,train,619.0,1203.0,41,41,406,78,True,True,True,True,13,10,29,6,True,True,True,True,1,11,0,True,True,True,1.0,0.2682926829268293,0.0,9.902439024390244,1.9024390243902438,3,4,True,False,False,0.514546965918537,False,False,False,False,False,0,False,False
X51005441407,SROIE,train,627.0,1235.0,53,53,587,113,True,True,True,True,26,8,86,5,True,True,True,True,0,8,0,True,True,True,1.0,0.1509433962264151,0.0,11.075471698113208,2.1320754716981134,3,4,True,False,False,0.5076923076923077,False,False,False,True,False,1,False,False
X51005441408,SROIE,train,627.0,1535.0,43,43,460,86,True,True,True,True,34,10,57,6,True,True,True,True,3,7,1,True,True,True,1.0,0.16279069767441862,0.023255813953488372,10.69767441860465,2.0,3,4,True,False,False,0.4084690553745928,False,False,False,False,False,0,False,False
X51005442327,SROIE,train,1080.0,1527.0,43,43,573,90,True,True,True,True,30,11,73,5,True,True,False,True,1,5,0,True,False,True,1.0,0.11627906976744186,0.0,13.325581395348838,2.0930232558139537,2,4,True,False,False,0.7072691552062869,False,False,True,False,False,1,False,False
X51005442333,SROIE,train,1080.0,1528.0,43,43,563,83,True,True,True,True,30,11,73,5,True,True,False,True,1,5,0,True,False,True,1.0,0.11627906976744186,0.0,13.093023255813954,1.930232558139535,2,4,True,False,False,0.7068062827225131,False,False,True,False,False,1,False,False
X51005442338,SROIE,train,1080.0,1527.0,63,63,570,104,True,True,True,True,19,8,70,5,True,True,False,True,2,18,0,True,False,True,1.0,0.2857142857142857,0.0,9.047619047619047,1.6507936507936507,2,4,True,False,False,0.7072691552062869,False,False,True,False,False,1,False,False
X51005442341,SROIE,train,1080.0,1527.0,18,18,170,27,True,True,True,True,17,10,49,6,True,True,True,True,1,3,0,False,False,True,1.0,0.16666666666666666,0.0,9.444444444444445,1.5,1,4,True,False,False,0.7072691552062869,False,False,False,False,True,1,False,False
X51005442344,SROIE,train,1080.0,1527.0,71,71,666,122,True,True,True,True,25,10,68,6,True,True,True,True,1,20,0,True,True,True,1.0,0.28169014084507044,0.0,9.380281690140846,1.7183098591549295,3,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005442346,SROIE,train,1080.0,1527.0,59,59,551,112,True,True,True,True,20,10,64,4,True,True,False,True,2,17,0,True,True,True,1.0,0.288135593220339,0.0,9.338983050847459,1.8983050847457628,3,4,True,False,False,0.7072691552062869,False,False,True,False,False,1,False,False
X51005442361,SROIE,train,1080.0,1528.0,66,66,607,124,True,True,True,True,28,10,75,6,True,True,False,True,2,23,0,True,True,True,1.0,0.3484848484848485,0.0,9.196969696969697,1.878787878787879,3,4,True,False,False,0.7068062827225131,False,False,True,False,False,1,False,False
X51005442376(1),SROIE,train,1080.0,1528.0,39,39,544,90,False,False,False,False,0,0,0,0,False,False,False,False,0,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.948717948717949,2.3076923076923075,2,0,False,True,False,0.7068062827225131,True,True,True,True,False,4,True,True
X51005442376,SROIE,train,1080.0,1528.0,39,39,544,90,True,True,True,True,30,11,73,5,True,True,True,True,1,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.948717948717949,2.3076923076923075,2,4,True,False,False,0.7068062827225131,False,False,False,False,False,0,False,False
X51005442378(1),SROIE,train,1080.0,1528.0,34,34,523,93,False,False,False,False,0,0,0,0,False,False,False,False,0,9,0,True,False,True,1.0,0.2647058823529412,0.0,15.382352941176471,2.735294117647059,2,0,False,True,False,0.7068062827225131,True,True,True,True,False,4,True,True
X51005442378,SROIE,train,1080.0,1528.0,34,34,523,93,True,True,True,True,27,10,107,5,True,True,True,True,4,9,0,True,False,True,1.0,0.2647058823529412,0.0,15.382352941176471,2.735294117647059,2,4,True,False,False,0.7068062827225131,False,False,False,False,False,0,False,False
X51005442379(1),SROIE,train,1080.0,1528.0,39,39,544,90,False,False,False,False,0,0,0,0,False,False,False,False,0,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.948717948717949,2.3076923076923075,2,0,False,True,False,0.7068062827225131,True,True,True,True,False,4,True,True
X51005442379,SROIE,train,1080.0,1528.0,39,39,544,90,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.948717948717949,2.3076923076923075,2,4,True,False,False,0.7068062827225131,False,False,True,False,False,1,False,False
X51005442383(1),SROIE,train,1080.0,1528.0,55,55,451,87,False,False,False,False,0,0,0,0,False,False,False,False,0,17,0,True,True,True,1.0,0.3090909090909091,0.0,8.2,1.5818181818181818,3,0,False,True,False,0.7068062827225131,True,True,True,True,False,4,True,True
X51005442383,SROIE,train,1080.0,1528.0,55,55,451,87,True,True,True,True,20,10,57,5,True,True,True,True,2,17,0,True,True,True,1.0,0.3090909090909091,0.0,8.2,1.5818181818181818,3,4,True,False,False,0.7068062827225131,False,False,False,False,False,0,False,False
X51005442384(1),SROIE,train,1080.0,1528.0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,0,0,0,False,False,False,0.0,0.0,0.0,0.0,0.0,0,0,False,True,True,0.7068062827225131,True,True,True,True,True,5,True,True
X51005442384,SROIE,train,1080.0,1528.0,39,39,530,87,True,True,True,True,30,11,73,5,True,True,True,True,1,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.58974358974359,2.230769230769231,2,4,True,False,False,0.7068062827225131,False,False,False,False,False,0,False,False
X51005442386,SROIE,train,1080.0,1528.0,39,39,548,93,True,True,True,True,30,11,73,5,True,True,True,True,1,4,0,True,False,True,1.0,0.10256410256410256,0.0,14.051282051282051,2.3846153846153846,2,4,True,False,False,0.7068062827225131,False,False,False,False,False,0,False,False
X51005442392,SROIE,train,1080.0,1527.0,35,35,504,84,True,True,True,True,30,11,72,5,True,True,True,True,3,3,0,True,False,True,1.0,0.08571428571428572,0.0,14.4,2.4,2,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005442394,SROIE,train,1080.0,1527.0,39,39,542,91,True,True,True,True,30,11,73,5,True,True,True,True,1,4,0,True,False,True,1.0,0.10256410256410256,0.0,13.897435897435898,2.3333333333333335,2,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005442397,SROIE,train,1080.0,1527.0,28,28,330,58,True,True,True,True,31,10,50,4,True,True,True,True,2,6,0,True,True,True,1.0,0.21428571428571427,0.0,11.785714285714286,2.0714285714285716,3,4,True,False,False,0.7072691552062869,False,False,False,False,False,0,False,False
X51005444033,SROIE,train,789.0,1772.0,52,52,663,111,True,True,True,True,32,8,70,5,True,True,True,True,2,11,0,True,False,True,1.0,0.21153846153846154,0.0,12.75,2.1346153846153846,2,4,True,False,False,0.4452595936794582,False,False,False,False,False,0,False,False
X51005444037,SROIE,train,792.0,2748.0,66,66,765,142,True,True,True,True,36,9,70,6,True,True,True,True,2,14,0,True,False,False,1.0,0.21212121212121213,0.0,11.590909090909092,2.1515151515151514,1,4,True,False,False,0.28820960698689957,False,False,False,False,False,0,False,False
X51005444045,SROIE,train,753.0,1305.0,26,26,384,66,True,True,True,True,17,8,87,5,True,True,True,True,2,3,1,True,False,True,1.0,0.11538461538461539,0.038461538461538464,14.76923076923077,2.5384615384615383,2,4,True,False,False,0.5770114942528736,False,False,False,False,False,0,False,False
X51005447832,SROIE,train,664.0,1664.0,48,48,476,90,True,True,True,True,20,8,63,5,True,True,True,True,3,6,0,True,True,False,1.0,0.125,0.0,9.916666666666666,1.875,2,4,True,False,False,0.39903846153846156,False,False,False,False,False,0,False,False
X51005447833,SROIE,train,668.0,1598.0,46,46,457,91,True,True,True,True,20,8,39,5,True,True,True,True,3,5,0,True,True,False,1.0,0.10869565217391304,0.0,9.934782608695652,1.9782608695652173,2,4,True,False,False,0.41802252816020025,False,False,False,False,False,0,False,False
X51005447839,SROIE,train,936.0,1766.0,53,53,463,99,True,True,True,True,30,8,56,5,True,True,True,True,1,19,0,True,True,True,1.0,0.3584905660377358,0.0,8.735849056603774,1.8679245283018868,3,4,True,False,False,0.5300113250283126,False,False,False,False,False,0,False,False
X51005447840,SROIE,train,932.0,2160.0,63,63,626,125,True,True,True,True,30,10,64,4,True,True,True,True,3,22,0,True,False,True,1.0,0.3492063492063492,0.0,9.936507936507937,1.9841269841269842,2,4,True,False,False,0.43148148148148147,False,False,False,False,False,0,False,False
X51005447848,SROIE,train,932.0,1987.0,75,75,555,121,True,True,True,True,46,8,55,5,True,True,True,True,1,28,0,True,True,True,1.0,0.37333333333333335,0.0,7.4,1.6133333333333333,3,4,True,False,False,0.46904881731253145,False,False,False,False,False,0,False,False
X51005447850,SROIE,train,932.0,1771.0,43,43,506,97,True,True,True,True,30,8,64,4,True,False,True,True,6,10,0,True,False,True,1.0,0.23255813953488372,0.0,11.767441860465116,2.255813953488372,2,4,True,False,False,0.5262563523433089,False,True,False,False,False,1,False,False
X51005447852,SROIE,train,888.0,1571.0,26,26,385,67,True,True,True,True,17,8,87,4,True,True,True,True,2,3,1,True,False,True,1.0,0.11538461538461539,0.038461538461538464,14.807692307692308,2.576923076923077,2,4,True,False,False,0.56524506683641,False,False,False,False,False,0,False,False
X51005447853,SROIE,train,888.0,1718.0,30,30,453,83,True,True,True,True,17,8,86,6,True,True,True,True,2,4,1,True,False,True,1.0,0.13333333333333333,0.03333333333333333,15.1,2.7666666666666666,2,4,True,False,False,0.5168800931315483,False,False,False,False,False,0,False,False
X51005447860,SROIE,train,928.0,2130.0,44,44,609,102,True,True,True,True,16,10,81,5,True,True,True,True,3,9,0,True,False,True,1.0,0.20454545454545456,0.0,13.840909090909092,2.3181818181818183,2,4,True,False,False,0.4356807511737089,False,False,False,False,False,0,False,False
X51005447861,SROIE,train,932.0,2683.0,57,57,758,132,True,True,True,True,28,8,63,5,True,True,True,True,1,9,0,True,False,True,1.0,0.15789473684210525,0.0,13.298245614035087,2.3157894736842106,2,4,True,False,False,0.34737234439060755,False,False,False,False,False,0,False,False
X51005453729,SROIE,train,615.0,931.0,48,48,531,100,True,True,True,True,28,10,99,5,True,True,True,True,2,13,1,True,False,True,1.0,0.2708333333333333,0.020833333333333332,11.0625,2.0833333333333335,2,4,True,False,False,0.6605800214822771,False,False,False,False,False,0,False,False
X51005453801,SROIE,train,583.0,1303.0,45,45,457,87,True,True,True,True,26,10,61,6,True,True,True,True,5,11,0,True,True,True,1.0,0.24444444444444444,0.0,10.155555555555555,1.9333333333333333,3,4,True,False,False,0.4474290099769762,False,False,False,False,False,0,False,False
X51005453802,SROIE,train,615.0,931.0,48,48,543,108,True,True,True,True,28,10,99,6,True,True,True,True,2,13,1,True,False,True,1.0,0.2708333333333333,0.020833333333333332,11.3125,2.25,2,4,True,False,False,0.6605800214822771,False,False,False,False,False,0,False,False
X51005453804,SROIE,train,619.0,875.0,43,43,486,94,True,True,True,True,28,10,99,5,True,True,True,True,3,11,1,True,False,True,1.0,0.2558139534883721,0.023255813953488372,11.30232558139535,2.186046511627907,2,4,True,False,False,0.7074285714285714,False,False,False,False,False,0,False,False
X51005568827,SROIE,train,944.0,2439.0,52,52,669,122,True,True,True,True,20,10,70,5,True,True,True,True,1,11,1,True,True,True,1.0,0.21153846153846154,0.019230769230769232,12.865384615384615,2.3461538461538463,3,4,True,False,False,0.38704387043870436,False,False,False,False,False,0,False,False
X51005568829,SROIE,train,936.0,1841.0,83,83,547,114,True,True,True,True,25,10,60,5,True,True,True,True,2,39,0,True,True,True,1.0,0.46987951807228917,0.0,6.590361445783133,1.3734939759036144,3,4,True,False,False,0.5084193373166758,False,False,False,False,False,0,False,False
X51005568880,SROIE,train,932.0,2220.0,67,67,712,135,True,True,True,True,18,8,96,5,True,True,True,True,0,12,0,True,False,True,1.0,0.1791044776119403,0.0,10.626865671641792,2.014925373134328,2,4,True,False,False,0.4198198198198198,False,False,False,True,False,1,False,False
X51005568881,SROIE,train,884.0,1678.0,52,52,551,108,True,True,True,True,24,10,62,5,True,True,True,True,5,14,0,True,False,True,1.0,0.2692307692307692,0.0,10.596153846153847,2.076923076923077,2,4,True,False,False,0.5268176400476758,False,False,False,False,False,0,False,False
X51005568884,SROIE,train,936.0,1676.0,35,35,487,87,True,True,True,True,18,8,96,7,True,True,True,True,1,4,0,True,False,True,1.0,0.11428571428571428,0.0,13.914285714285715,2.4857142857142858,2,4,True,False,False,0.5584725536992841,False,False,False,False,False,0,False,False
X51005568891,SROIE,train,884.0,2249.0,82,82,840,171,True,True,True,True,24,10,62,6,True,True,True,True,4,24,0,True,False,True,1.0,0.2926829268292683,0.0,10.24390243902439,2.0853658536585367,2,4,True,False,False,0.3930635838150289,False,False,False,False,False,0,False,False
X51005568898,SROIE,train,936.0,2785.0,74,74,857,173,True,True,True,True,25,10,37,5,True,True,True,True,1,11,0,True,True,True,1.0,0.14864864864864866,0.0,11.58108108108108,2.3378378378378377,3,4,True,False,False,0.33608617594254936,False,False,False,False,False,0,False,False
X51005568899,SROIE,train,932.0,1644.0,34,34,470,84,True,True,True,True,18,8,96,4,True,True,False,True,2,5,0,True,False,True,1.0,0.14705882352941177,0.0,13.823529411764707,2.4705882352941178,2,4,True,False,False,0.5669099756690997,False,False,True,False,False,1,False,False
X51005568900,SROIE,train,936.0,1681.0,36,36,488,85,True,True,True,True,18,8,96,4,True,True,False,True,2,5,0,True,False,True,1.0,0.1388888888888889,0.0,13.555555555555555,2.361111111111111,2,4,True,False,False,0.5568114217727543,False,False,True,False,False,1,False,False
X51005568911(1),SROIE,train,932.0,2067.0,60,60,656,124,True,True,True,True,27,8,96,5,True,True,False,True,0,14,0,True,False,True,1.0,0.23333333333333334,0.0,10.933333333333334,2.066666666666667,2,4,True,False,False,0.4508950169327528,False,False,True,True,False,2,True,False
X51005568911,SROIE,train,932.0,2067.0,60,60,656,124,True,True,True,True,27,8,96,5,True,True,False,True,0,14,0,True,False,True,1.0,0.23333333333333334,0.0,10.933333333333334,2.066666666666667,2,4,True,False,False,0.4508950169327528,False,False,True,True,False,2,True,False
X51005568913(1),SROIE,train,932.0,2168.0,38,38,451,77,True,True,True,True,20,8,52,6,True,True,True,True,4,7,0,True,True,False,1.0,0.18421052631578946,0.0,11.868421052631579,2.026315789473684,2,4,True,False,False,0.42988929889298894,False,False,False,False,False,0,False,False
