receipt_id,ocr_path,label_path,image_path,company,date,address,total,num_ocr_lines,ocr_full_text,total_num,date_format,total_in_ocr_exact,total_clean,base_receipt_id,company_len,address_len,ocr_text_len,company_in_ocr_exact,date_in_ocr_exact,address_in_ocr_exact,ocr_text_norm,company_norm,company_in_ocr_norm,date_norm,date_in_ocr_norm,address_norm,address_in_ocr_norm,total_norm,total_in_ocr_norm,img_width,img_height,aspect_ratio,ocr_lines_per_height,ocr_chars_per_height,date_parsed,date_std,year,month,address_len_bin,company_len_bin,hard_receipt,num_field_failures
X51005361946,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005361946.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005361946.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005361946.jpg,MR. D.I.Y. (M) SDN BHD,14-03-18,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",37.10,48,"MR. D.I.Y. (M) SDN BHD (CO REG :860671-D) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID NO :000306020352) (TESCO MUTIARA DAMANSARA) TAX INVOICE SOURING PAD 1018-4 4S *S WA03 - 24/240 9555221301081 4 X EXCHANGE ARE ALLOWED WITHIN 2.80 11.20 SCISSOR G/FISH *S AD51 - 24/360 9064422 2 X OPERATOR TMDC - SAH BIJAY KUMAR 1.50 3.00 TRAILING SKT 5GN+SP 3X1.25MM CABLE 2 *S WA27 - 20 9553114461966 1 X 22.90 STRICTLY NO CASH REFUND . 7 DAYS WITH RECEIPT . 22.90 ITEM(S) : 3 QTY(S) : 7 TOTAL INCL. GST@6% RM 37.10 CASH RM 50.00 CHANGE RM 12.90 GST SUMMARY AMT(RM) TAX(RM) GST S@6% 35.00 2.10 14-03-18 21:49 SH03 ZJ20 T1 R000418193",37.1,dd-mm-yy,True,37.10,X51005361946,22,96,680,True,True,True,mr d i y m sdn bhd co reg 860671 d lot 1851 a 1851 b jalan kpb 6 kawasan perindustrian balakong 43300 seri kembangan selangor gst id no 000306020352 tesco mutiara damansara tax invoice souring pad 1018 4 4s s wa03 24 240 9555221301081 4 x exchange are allowed within 2 80 11 20 scissor g fish s ad51 24 360 9064422 2 x operator tmdc sah bijay kumar 1 50 3 00 trailing skt 5gn sp 3x1 25mm cable 2 s wa27 20 9553114461966 1 x 22 90 strictly no cash refund 7 days with receipt 22 90 item s 3 qty s 7 total incl gst 6 rm 37 10 cash rm 50 00 change rm 12 90 gst summary amt rm tax rm gst s 6 35 00 2 10 14 03 18 21 49 sh03 zj20 t1 r000418193,mr d i y m sdn bhd,True,14 03 18,True,lot 1851 a 1851 b jalan kpb 6 kawasan perindustrian balakong 43300 seri kembangan selangor,True,37 10,True,1654,2339,1.4141475211608223,0.020521590423257803,0.2907225309961522,2018-03-14,2018-03-14,2018.0,3.0,"(85.0, 135.0]","(19.25, 24.0]",False,0
X51005361950,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005361950.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005361950.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005361950.jpg,99 SPEED MART S/B,24-01-18,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1076-IJOK",2.50,28,"99 SPEED MART S/B (519537-X) LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1076-IJOK GST ID. NO : 000181747712 INVOICE NO : 18287/102/T0049 10:43AM 568582 24-01-18 1973 GARBAGE BAG (BLUE) 74C RM1.25 S THANK YOU. PLEASE COME AGAIN 1974 GARBAGE BAG (GREEN) 74 RM1.25 S KEEP THE INVOICE FOR APPLICABLE RETURNS TOTAL SALES (INCLUSIVE GST) RM 2.50 CASH RM 5.00 CHANGE RM 2.50 GST SUMMARY AMOUNT(RM) TAX(RM) S = 6% 2.36 .14",2.5,dd-mm-yy,True,2.50,X51005361950,17,74,436,True,True,True,99 speed mart s b 519537 x lot p t 2811 jalan angsa taman berkeley 41150 klang selangor 1076 ijok gst id no 000181747712 invoice no 18287 102 t0049 10 43am 568582 24 01 18 1973 garbage bag blue 74c rm1 25 s thank you please come again 1974 garbage bag green 74 rm1 25 s keep the invoice for applicable returns total sales inclusive gst rm 2 50 cash rm 5 00 change rm 2 50 gst summary amount rm tax rm s 6 2 36 14,99 speed mart s b,True,24 01 18,True,lot p t 2811 jalan angsa taman berkeley 41150 klang selangor 1076 ijok,True,2 50,True,949,1349,1.4214963119072708,0.020756115641215715,0.32320237212750186,2018-01-24,2018-01-24,2018.0,1.0,"(72.0, 85.0]","(6.999, 19.25]",False,0
X51005365179,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005365179.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005365179.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005365179.jpg,C W KHOO HARDWARE SDN BHD,01-03-18,"NO.50,JALAN PBS 14/11, KAWASAN PERINDUSTRIAN BUKIT SERDANG,",21.20,53,"3-1707067 (481500-M) C W KHOO HARDWARE SDN BHD NO.50 , JALAN PBS 14/11 , KAWASAN PERINDUSTRIAN BUKIT SERDANG, TEL : 03-89410243 FAX : 03-89410243 GST REG NO. : 000549584896 TAX INVOICE INVOICE NO. : CR 1803/0064 DATE : 01-03-18 5:23:26 PM CASHIER NO. : KHOO COUNTER NO. : C1 PRINTED DATE : 01-03-18 5:23:30 PM ITEM NAME QTY UNIT PRICE AMOUNT AIR ADAPTOR @ 1 5 4.00 20.00 SR 5 ITEM(S) TOTAL (MYR) : 20.00 GST @ 6% : 1.20 NET TOTAL (MYR) : 21.20 ROUNDING ADJ. : 0.00 NET TOTAL ROUNDED (MYR) : 21.20 CASH : 21.20 CHANGE : 0.00 GST SUMMARY ITEM GST (MYR) SR @ 6% 1 20.00 1.20 THANK YOU. PLEASE COME AGAIN ! AMOUNT (MYR)",21.2,dd-mm-yy,True,21.20,X51005365179,25,59,615,True,True,False,3 1707067 481500 m c w khoo hardware sdn bhd no 50 jalan pbs 14 11 kawasan perindustrian bukit serdang tel 03 89410243 fax 03 89410243 gst reg no 000549584896 tax invoice invoice no cr 1803 0064 date 01 03 18 5 23 26 pm cashier no khoo counter no c1 printed date 01 03 18 5 23 30 pm item name qty unit price amount air adaptor 1 5 4 00 20 00 sr 5 item s total myr 20 00 gst 6 1 20 net total myr 21 20 rounding adj 0 00 net total rounded myr 21 20 cash 21 20 change 0 00 gst summary item gst myr sr 6 1 20 00 1 20 thank you please come again amount myr,c w khoo hardware sdn bhd,True,01 03 18,True,no 50 jalan pbs 14 11 kawasan perindustrian bukit serdang,True,21 20,True,748,1338,1.7887700534759359,0.03961136023916293,0.45964125560538116,2018-03-01,2018-03-01,2018.0,3.0,"(56.0, 72.0]","(24.0, 30.0]",False,0
X51005433492,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433492.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433492.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433492.jpg,UNIHAKKA INTERNATIONAL SDN BHD,05 MAR 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",$8.20,39,"UNIHAKKA INTERNATIONAL SDN BHD 05 MAR 2018 18:24 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18030502160349 ITEM QTY TOTAL SR 100100000060- 4 VEGE $5.50 $5.50 SR 100100000006- PORK $2.70 1 $2.70 TOTAL AMOUNT: $8.20 GST @6%: $0.46 NETT TOTAL: $8.20 PAYMENT MODE AMOUNT CASH $8.20 CHANGE $0.00 GST SUMMARY AMOUNT($) TAX($) SR = GST @6% 7.74 0.46 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (PRICE INCLUSIVE OF GST) THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE 1",8.2,dd MON yyyy,True,8.20,X51005433492,30,73,566,True,True,True,unihakka international sdn bhd 05 mar 2018 18 24 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18030502160349 item qty total sr 100100000060 4 vege 5 50 5 50 sr 100100000006 pork 2 70 1 2 70 total amount 8 20 gst 6 0 46 nett total 8 20 payment mode amount cash 8 20 change 0 00 gst summary amount tax sr gst 6 7 74 0 46 gst reg 000656195584 bar wang rice permas jaya price inclusive of gst thank you come again like and follow us on facebook facebook com barwangrice 1,unihakka international sdn bhd,True,05 mar 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,8 20,True,1080,1527,1.413888888888889,0.025540275049115914,0.3706614276358874,2018-03-05,2018-03-05,2018.0,3.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51005433494,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433494.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433494.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433494.jpg,AEON CO. (M) BHD,06/03/2018,"3RD FLR, AEON TAMAN MALURI SD JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",75.00,39,"AEON CO. (M) BHD (126926-H) 3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR GST ID : 002017394688 SHOPPING HOURS SUN-THU: 1000 HRS - 2230 HRS FRI-SAT : 1000 HRS - 2300 HRS 1X 000007996511 75.00SR AMBROSIAL GREEK SUB-TOTAL 75.00 TOTAL SALES INCL GST 75.00 TOTAL AFTER ADJ INCL GST 75.00 CASH 100.00 ITEM COUNT 1 CHANGE AMT 25.00 INVOICE NO: 2018030610100080498 GST SUMMARY AMOUNT TAX SR @ 6% 70.75 4.25 TOTAL 70.75 4.25 06/03/2018 20:01 1010 008 00B0498 0305582 PJ PIRYALATHA AEON PERMAS JAYA TEL 1-300-80-AEON (2366) THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN",75.0,dd/mm/yyyy,True,75.00,X51005433494,16,81,597,True,True,False,aeon co m bhd 126926 h 3rd flr aeon taman maluri sc jln jejaka taman maluri cheras 55100 kuala lumpur gst id 002017394688 shopping hours sun thu 1000 hrs 2230 hrs fri sat 1000 hrs 2300 hrs 1x 000007996511 75 00sr ambrosial greek sub total 75 00 total sales incl gst 75 00 total after adj incl gst 75 00 cash 100 00 item count 1 change amt 25 00 invoice no 2018030610100080498 gst summary amount tax sr 6 70 75 4 25 total 70 75 4 25 06 03 2018 20 01 1010 008 00b0498 0305582 pj piryalatha aeon permas jaya tel 1 300 80 aeon 2366 thank you for your patronage please come again,aeon co m bhd,True,06 03 2018,True,3rd flr aeon taman maluri sd jln jejaka taman maluri cheras 55100 kuala lumpur,False,75 00,True,1080,1527,1.413888888888889,0.025540275049115914,0.39096267190569745,2018-03-06,2018-03-06,2018.0,3.0,"(72.0, 85.0]","(6.999, 19.25]",True,1
X51005433514,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433514.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433514.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433514.jpg,UNIHAKKA INTERNATIONAL SDN BHD,03 MAR 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI 81200 JOHOR BAHRU,JOHOR",$8.20,39,"UNIHAKKA INTERNATIONAL SDN BHD 03 MAR 2018 18:22 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18030302170430 ITEM QTY TOTAL SR 100100000035- 1 MEAT + 3 VEGE $7.10 1 $7.10 SR 100100000015- VEGETABLE $1.10 1 $1.10 TOTAL AMOUNT: $8.20 GST @6%: $0.46 NETT TOTAL: $8.20 PAYMENT MODE AMOUNT CASH $8.20 CHANGE $0.00 GST SUMMARY AMOUNT($) TAX($) SR = GST @6% 7.74 0.46 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (PRICE INCLUSIVE OF GST) THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",8.2,dd MON yyyy,True,8.20,X51005433514,30,73,580,True,True,False,unihakka international sdn bhd 03 mar 2018 18 22 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18030302170430 item qty total sr 100100000035 1 meat 3 vege 7 10 1 7 10 sr 100100000015 vegetable 1 10 1 1 10 total amount 8 20 gst 6 0 46 nett total 8 20 payment mode amount cash 8 20 change 0 00 gst summary amount tax sr gst 6 7 74 0 46 gst reg 000656195584 bar wang rice permas jaya price inclusive of gst thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,03 mar 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,8 20,True,1080,1527,1.413888888888889,0.025540275049115914,0.3798297314996726,2018-03-03,2018-03-03,2018.0,3.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51005433522,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433522.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433522.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433522.jpg,UNIHAKKA INTERNATIONAL SDN BHD,10 MAR 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",,39,"UNIHAKKA INTERNATIONAL SDN BHD 10 MAR 2018 18:24 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18031002160274 ITEM QTY TOTAL SR 100100000035- 1 MEAT + 3 VEGE $7.10 1 $7.10 SR 100100000015- VEGETABLE $1.10 1 $1.10 TOTAL AMOUNT: $8.20 GST @6%: $0.46 NETT TOTAL: $8.20 PAYMENT MODE AMOUNT CASH $8.20 CHANGE $0.00 GST SUMMARY AMOUNT($) TAX($) SR = GST @6% 7.74 0.46 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (PRICE INCLUSIVE OF GST) THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",,dd MON yyyy,True,,X51005433522,30,73,580,True,True,True,unihakka international sdn bhd 10 mar 2018 18 24 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18031002160274 item qty total sr 100100000035 1 meat 3 vege 7 10 1 7 10 sr 100100000015 vegetable 1 10 1 1 10 total amount 8 20 gst 6 0 46 nett total 8 20 payment mode amount cash 8 20 change 0 00 gst summary amount tax sr gst 6 7 74 0 46 gst reg 000656195584 bar wang rice permas jaya price inclusive of gst thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,10 mar 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,,True,1080,1527,1.413888888888889,0.025540275049115914,0.3798297314996726,2018-03-10,2018-03-10,2018.0,3.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51005433533,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433533.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433533.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433533.jpg,PERNIAGAAN ZHENG HUI,09/03/2018,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU,332.30,107,"PERNIAGAAN ZHENG HUI JM0325955-V NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU TEL : 07-386 7524 FAX : 07-386 3793 GST NO : 000800589824 SIMPLIFIED TAX INVOICE GOGIANT ENGINEERING (M) SDN BHD RECEIPT #: CS00084670 SALESPERSON: DATE: 09/03/2018 CASHIER: USER TIME: 08:49:00 (RM) (RM) ITEM QTY RSP AMOUNT 10273 1 170.00 170.00 SR: 14"" TRU-CUT CUTTING DISC (1 PC) 2547 1 35.00 35.00 SR: KOBELCO G-12#(2.6MM) WELDING 12133 2 7.50 15.00 SR: CS 3"" (750) PAINT BRUSH 10157 2 5.50 11.00 SR: CS 2"" (750) PAINT BRUSH 12131 1 3.50 3.50 SR: CS 1-1/2"" (750) PAINT BRUSH 9555752615725 1 25.00 25.00 SR:2"" LAMBWOOL YANDA ROLLER REFIL - 20 PCS 2226 1 6.00 6.00 SR: DIAMOND COTTON GLOVE 8104 3679 5 1.00 5.00 SR: 10# WELDING GLASS (BLACK) 1PCS 3680 10 0.30 3.00 SR: WELDING GLASS (CLEAR) 1 PC 9555058800696 2 8.00 16.00 SR: AEC BROOM NO.5110# C/W IRON HANDLE 6891 2 12.00 24.00 SR: S/STEEL DUST PANL C/W HANDLE 23 X 28 X TOT QTY: 28 313.50 (EXCLUDED GST) SUB TOTAL (RM) : 313.50 DISCOUNT (RM) : 0.00 TOTAL GST (RM) : 18.81 ROUNDING (RM) : -0.01 TOTAL (RM) : 332.30 CASH : 332.30 CHANGE (RM) : 0.00 GST SUMMARY TAX CODE % AMOUNT GST SR 6 313.50 18.81 TOTAL : 313.50 18.81 GOODS SOLD ARE NOT RETURNABLE. THANK YOU.",332.3,dd/mm/yyyy,True,332.30,X51005433533,20,64,1214,True,True,True,perniagaan zheng hui jm0325955 v no 59 jalan permas 9 5 bandar baru permas jaya 81750 johor bahru tel 07 386 7524 fax 07 386 3793 gst no 000800589824 simplified tax invoice gogiant engineering m sdn bhd receipt cs00084670 salesperson date 09 03 2018 cashier user time 08 49 00 rm rm item qty rsp amount 10273 1 170 00 170 00 sr 14 tru cut cutting disc 1 pc 2547 1 35 00 35 00 sr kobelco g 12 2 6mm welding 12133 2 7 50 15 00 sr cs 3 750 paint brush 10157 2 5 50 11 00 sr cs 2 750 paint brush 12131 1 3 50 3 50 sr cs 1 1 2 750 paint brush 9555752615725 1 25 00 25 00 sr 2 lambwool yanda roller refil 20 pcs 2226 1 6 00 6 00 sr diamond cotton glove 8104 3679 5 1 00 5 00 sr 10 welding glass black 1pcs 3680 10 0 30 3 00 sr welding glass clear 1 pc 9555058800696 2 8 00 16 00 sr aec broom no 5110 c w iron handle 6891 2 12 00 24 00 sr s steel dust panl c w handle 23 x 28 x tot qty 28 313 50 excluded gst sub total rm 313 50 discount rm 0 00 total gst rm 18 81 rounding rm 0 01 total rm 332 30 cash 332 30 change rm 0 00 gst summary tax code amount gst sr 6 313 50 18 81 total 313 50 18 81 goods sold are not returnable thank you,perniagaan zheng hui,True,09 03 2018,True,no 59 jalan permas 9 5 bandar baru permas jaya 81750 johor bahru,True,332 30,True,1080,1527,1.413888888888889,0.07007203667321546,0.7950229207596594,2018-03-09,2018-03-09,2018.0,3.0,"(56.0, 72.0]","(19.25, 24.0]",False,0
X51005433538,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433538.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433538.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433538.jpg,UNIHAKKA INTERNATIONAL SDN BHD,12 MAR 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",$8.20,39,"UNIHAKKA INTERNATIONAL SDN BHD 12 MAR 2018 18:19 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18031202170432 ITEM QTY TOTAL SR 100100000035- 1 MEAT + 3 VEGE $7.10 1 $7.10 SR 100100000015- VEGETABLE $1.10 1 $1.10 TOTAL AMOUNT: $8.20 GST @6%: $0.46 NETT TOTAL: $8.20 PAYMENT MODE AMOUNT CASH $8.20 CHANGE $0.00 GST SUMMARY AMOUNT($) TAX($) SR = GST @6% 7.74 0.46 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (PRICE INCLUSIVE OF GST) THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",8.2,dd MON yyyy,True,8.20,X51005433538,30,73,580,True,True,True,unihakka international sdn bhd 12 mar 2018 18 19 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18031202170432 item qty total sr 100100000035 1 meat 3 vege 7 10 1 7 10 sr 100100000015 vegetable 1 10 1 1 10 total amount 8 20 gst 6 0 46 nett total 8 20 payment mode amount cash 8 20 change 0 00 gst summary amount tax sr gst 6 7 74 0 46 gst reg 000656195584 bar wang rice permas jaya price inclusive of gst thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,12 mar 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,8 20,True,1080,1519,1.4064814814814814,0.025674786043449638,0.3818301514154049,2018-03-12,2018-03-12,2018.0,3.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51005433541,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433541.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433541.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433541.jpg,UNIHAKKA INTERNATIONAL SDN BHD,14 MAR 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",$8.20,39,"UNIHAKKA INTERNATIONAL SDN BHD 14 MAR 2018 18:40 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18031402160311 ITEM QTY TOTAL SR I00100000060-4 VEGE $5.50 1 $5.50 SR I00100000006-PORK $2.70 1 $2.70 TOTAL AMOUNT: $8.20 GST @6%: $0.46 NETT TOTAL: $8.20 PAYMENT MODE AMOUNT CASH $8.20 CHANGE $0.00 GST SUMMARY AMOUNT($) TAX($) SR = GST @6% 7.74 0.46 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (PRICE INCLUSIVE OF GST) THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",8.2,dd MON yyyy,True,8.20,X51005433541,30,73,564,True,True,True,unihakka international sdn bhd 14 mar 2018 18 40 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18031402160311 item qty total sr i00100000060 4 vege 5 50 1 5 50 sr i00100000006 pork 2 70 1 2 70 total amount 8 20 gst 6 0 46 nett total 8 20 payment mode amount cash 8 20 change 0 00 gst summary amount tax sr gst 6 7 74 0 46 gst reg 000656195584 bar wang rice permas jaya price inclusive of gst thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,14 mar 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,8 20,True,1080,1527,1.413888888888889,0.025540275049115914,0.3693516699410609,2018-03-14,2018-03-14,2018.0,3.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51005433552,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51005433552.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433552.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51005433552.jpg,WARAKUYA PERMAS CITY SDN BHD,10/03/2018,JALAN PERMAS UTARA 1 PERMAS JAYA 81750 MASAI JOHOR,57.80,48,WARAKUYA PERMAS CITY SDN BHD REG NO: 1203194-W JALAN PERMAS UTARA 1. PERMAS JAYA 81750 MASAI JOHOR TEL : 0111-558 0000 GST ID: 0016 6993 5104 TAX INVOICE NO 58244 42 DATE: 10/03/2018 5:41:06 PAX NO:4 CASHIER: CASHIER3 WAITER: HANYIN QTY CODE/DESC THANK YOU ! PLEASE COME AGAIN ! TOTAL RM 3 SABA SHIO YAKI SEY 53.70 1 SALMON SHIO SET 21.90 4 ICED GREEN TEA 4.00 SUBTOTAL 79.60 DISCOUNT -30.00 TOTAL AMOUNT : 49.60 SERV CHARGE 10% 4.96 GST @ 6% 3.27 ROUNDING ADJ : -0.03 TOTAL AMOUNT: 57.80 TOTAL: RM 57.80 TYPE 3 GST SUMMARY AMOUNT RM TAX RM SR 6% 54.56 3.27,57.8,dd/mm/yyyy,True,57.80,X51005433552,28,50,557,True,True,False,warakuya permas city sdn bhd reg no 1203194 w jalan permas utara 1 permas jaya 81750 masai johor tel 0111 558 0000 gst id 0016 6993 5104 tax invoice no 58244 42 date 10 03 2018 5 41 06 pax no 4 cashier cashier3 waiter hanyin qty code desc thank you please come again total rm 3 saba shio yaki sey 53 70 1 salmon shio set 21 90 4 iced green tea 4 00 subtotal 79 60 discount 30 00 total amount 49 60 serv charge 10 4 96 gst 6 3 27 rounding adj 0 03 total amount 57 80 total rm 57 80 type 3 gst summary amount rm tax rm sr 6 54 56 3 27,warakuya permas city sdn bhd,True,10 03 2018,True,jalan permas utara 1 permas jaya 81750 masai johor,True,57 80,True,1080,1527,1.413888888888889,0.03143418467583497,0.3647675180091683,2018-03-10,2018-03-10,2018.0,3.0,"(-0.001, 56.0]","(24.0, 30.0]",False,0
